epoch,accuracy,loss,val_accuracy,val_loss
33,0.6904444694519043,0.9686537384986877,0.7242000102996826,0.8962512612342834
34,0.6962222456932068,0.9594143033027649,0.7211999893188477,0.9151737093925476
35,0.6933777928352356,0.9648827314376831,0.7364000082015991,0.8591225743293762
36,0.703000009059906,0.9364639520645142,0.75,0.8250086903572083
37,0.7052444219589233,0.932246208190918,0.7351999878883362,0.8534656167030334
38,0.7093999981880188,0.9223375916481018,0.7473999857902527,0.8100554943084717
39,0.708644449710846,0.9247735142707825,0.7527999877929688,0.8088825941085815
40,0.7059333324432373,0.9283854365348816,0.7544000148773193,0.8021012544631958
41,0.710622251033783,0.9172145128250122,0.7379999756813049,0.8434691429138184
42,0.7090444564819336,0.9192211031913757,0.7311999797821045,0.8898127675056458
43,0.7093777656555176,0.9179190993309021,0.7498000264167786,0.8068341612815857
44,0.7108888626098633,0.9149166941642761,0.7311999797821045,0.8727250099182129
45,0.7142221927642822,0.9020397663116455,0.7527999877929688,0.8018843531608582
46,0.7170666456222534,0.895373523235321,0.7509999871253967,0.7996652722358704
47,0.716177761554718,0.8946963548660278,0.7552000284194946,0.7879464626312256
48,0.7183111310005188,0.8927873373031616,0.7594000101089478,0.789534866809845
49,0.717044472694397,0.8937721252441406,0.7480000257492065,0.819758415222168
50,0.7169555425643921,0.8914825320243835,0.7491999864578247,0.8163334131240845
51,0.7190222144126892,0.8897402882575989,0.7491999864578247,0.8033512830734253
52,0.7204444408416748,0.884192168712616,0.7559999823570251,0.7862560749053955
53,0.7233777642250061,0.879500687122345,0.756600022315979,0.7849469780921936
54,0.7237111330032349,0.8831844329833984,0.7559999823570251,0.7956275939941406
55,0.7225555777549744,0.8799496293067932,0.7577999830245972,0.7828218936920166
56,0.7251555323600769,0.8779075741767883,0.7562000155448914,0.7878385186195374
57,0.7229999899864197,0.8789320588111877,0.7558000087738037,0.781470775604248
58,0.7240222096443176,0.8810201287269592,0.754800021648407,0.78714919090271
59,0.7202666401863098,0.8831737041473389,0.7580000162124634,0.7824512124061584
60,0.722599983215332,0.8796355724334717,0.7599999904632568,0.7747681736946106
61,0.7225111126899719,0.8784700632095337,0.756600022315979,0.7794735431671143
62,0.7232666611671448,0.8747017979621887,0.7552000284194946,0.7834387421607971
63,0.7222889065742493,0.8758093118667603,0.758400022983551,0.7795716524124146
64,0.7228666543960571,0.8786924481391907,0.760200023651123,0.77400803565979
65,0.7228888869285583,0.8756511211395264,0.756600022315979,0.7829377055168152
66,0.7250000238418579,0.8730881810188293,0.7608000040054321,0.7775601744651794
67,0.7240222096443176,0.8724105954170227,0.7635999917984009,0.7700896263122559
68,0.7233777642250061,0.8727906942367554,0.7585999965667725,0.7784289717674255
69,0.7258889079093933,0.8697630167007446,0.7590000033378601,0.7825559377670288
70,0.7214444279670715,0.8769654631614685,0.756600022315979,0.7928221821784973
71,0.7228666543960571,0.8709045052528381,0.7549999952316284,0.7926509976387024
72,0.7250000238418579,0.8695424199104309,0.7598000168800354,0.770301342010498
73,0.7246000170707703,0.8688349723815918,0.7562000155448914,0.7859879732131958
74,0.727066695690155,0.8633530139923096,0.7580000162124634,0.7820676565170288
75,0.7262222170829773,0.8640263080596924,0.7603999972343445,0.7807134985923767
76,0.7254666686058044,0.8703495860099792,0.7623999714851379,0.7705483436584473
77,0.7284444570541382,0.8667214512825012,0.7603999972343445,0.772603452205658
78,0.7229333519935608,0.8695271015167236,0.7608000040054321,0.769845187664032
79,0.7272666692733765,0.8648665547370911,0.7598000168800354,0.7726328372955322
80,0.7260888814926147,0.8632433414459229,0.7616000175476074,0.7736396193504333
81,0.725933313369751,0.8665169477462769,0.7608000040054321,0.7720658779144287
82,0.7291111350059509,0.862235426902771,0.7580000162124634,0.7784727215766907
83,0.727733314037323,0.8595325350761414,0.7608000040054321,0.7717786431312561
84,0.7280444502830505,0.864342212677002,0.7638000249862671,0.7653045654296875
85,0.7280666828155518,0.867405116558075,0.7580000162124634,0.7841689586639404
86,0.7272444367408752,0.8630269169807434,0.7599999904632568,0.7738025188446045
87,0.726288914680481,0.8684128522872925,0.7639999985694885,0.7618719339370728
88,0.7272444367408752,0.8673885464668274,0.7612000107765198,0.7717441916465759
89,0.7291111350059509,0.8651605844497681,0.7620000243186951,0.768028974533081
90,0.7279999852180481,0.8602967858314514,0.7645999789237976,0.7638840079307556
91,0.7269111275672913,0.8671671152114868,0.7591999769210815,0.7776266932487488
92,0.7239333391189575,0.8623335957527161,0.7612000107765198,0.7746205925941467
93,0.7260222434997559,0.8654559850692749,0.7590000033378601,0.784937858581543
94,0.7275333404541016,0.8667315244674683,0.7585999965667725,0.7792993187904358
95,0.7274222373962402,0.8625078201293945,0.7605999708175659,0.7758772969245911
96,0.7286888957023621,0.8642757534980774,0.7608000040054321,0.7679407596588135
97,0.731688916683197,0.8590010404586792,0.7630000114440918,0.7671152353286743
98,0.7275333404541016,0.8616271018981934,0.7623999714851379,0.7692680954933167
99,0.7284666895866394,0.8595635294914246,0.7627999782562256,0.765872597694397
100,0.7293999791145325,0.8579258918762207,0.7595999836921692,0.7730224132537842
101,0.726111114025116,0.862220048904419,0.7617999911308289,0.7622425556182861
102,0.730400025844574,0.8572643399238586,0.7609999775886536,0.7695226669311523
